Clinic,Provider,MeasureName,MeasureDate,LowerIsBetter,Numerator,Denominator,MeasureValue,Benchmark
North Clinic,Dr. Jennifer Williams,Senior Readmissions,2025-05-11,1,5,58,0.0862,0.12
North Clinic,Dr. Jennifer Williams,Senior Readmissions,2025-05-18,1,4,59,0.0678,0.12
North Clinic,Dr. Jennifer Williams,Senior Readmissions,2025-05-25,1,4,58,0.069,0.12
North Clinic,Dr. Jennifer Williams,Senior Readmissions,2025-06-01,1,5,58,0.0862,0.12
North Clinic,Dr. Jennifer Williams,Senior Readmissions,2025-06-08,1,5,59,0.0847,0.12
North Clinic,Dr. Jennifer Williams,Senior Readmissions,2025-06-15,1,6,59,0.1017,0.12
North Clinic,Dr. Jennifer Williams,Senior Readmissions,2025-06-22,1,5,59,0.0847,0.12
North Clinic,Dr. Jennifer Williams,Senior Readmissions,2025-06-29,1,5,59,0.0847,0.12
North Clinic,Dr. Jennifer Williams,Senior Readmissions,2025-07-06,1,5,58,0.0862,0.12
North Clinic,Dr. Jennifer Williams,Senior Readmissions,2025-07-13,1,3,59,0.0508,0.12
North Clinic,Dr. Jennifer Williams,Senior Readmissions,2025-07-20,1,2,59,0.0339,0.12
North Clinic,Dr. Jennifer Williams,Diabetes Control,2024-07-28,0,135,323,0.418,0.5
North Clinic,Dr. Jennifer Williams,Diabetes Control,2024-08-04,0,138,321,0.4299,0.5
North Clinic,Dr. Jennifer Williams,Diabetes Control,2024-08-11,0,143,318,0.4497,0.5
North Clinic,Dr. Jennifer Williams,Diabetes Control,2024-08-18,0,141,313,0.4505,0.5
North Clinic,Dr. Jennifer Williams,Diabetes Control,2024-08-25,0,152,318,0.478,0.5
North Clinic,Dr. Jennifer Williams,Diabetes Control,2024-09-01,0,158,321,0.4922,0.5
North Clinic,Dr. Jennifer Williams,Diabetes Control,2024-09-08,0,167,324,0.5154,0.5
North Clinic,Dr. Jennifer Williams,Diabetes Control,2024-09-15,0,169,323,0.5232,0.5
North Clinic,Dr. Jennifer Williams,Diabetes Control,2024-09-22,0,160,314,0.5096,0.5
North Clinic,Dr. Jennifer Williams,Diabetes Control,2024-09-29,0,166,322,0.5155,0.5
North Clinic,Dr. Jennifer Williams,Diabetes Control,2024-10-06,0,159,317,0.5016,0.5
North Clinic,Dr. Jennifer Williams,Diabetes Control,2024-10-13,0,162,319,0.5078,0.5
North Clinic,Dr. Jennifer Williams,Diabetes Control,2024-10-20,0,160,313,0.5112,0.5
North Clinic,Dr. Jennifer Williams,Diabetes Control,2024-10-27,0,174,324,0.537,0.5
North Clinic,Dr. Jennifer Williams,Diabetes Control,2024-11-03,0,174,319,0.5455,0.5
North Clinic,Dr. Jennifer Williams,Diabetes Control,2024-11-10,0,175,323,0.5418,0.5
North Clinic,Dr. Jennifer Williams,Diabetes Control,2024-11-17,0,183,323,0.5666,0.5
North Clinic,Dr. Jennifer Williams,Diabetes Control,2024-11-24,0,186,316,0.5886,0.5
North Clinic,Dr. Jennifer Williams,Diabetes Control,2024-12-01,0,193,313,0.6166,0.5
North Clinic,Dr. Jennifer Williams,Diabetes Control,2024-12-08,0,206,321,0.6417,0.5
North Clinic,Dr. Jennifer Williams,Diabetes Control,2024-12-15,0,213,324,0.6574,0.5
North Clinic,Dr. Jennifer Williams,Diabetes Control,2024-12-22,0,207,319,0.6489,0.5
North Clinic,Dr. Jennifer Williams,Diabetes Control,2024-12-29,0,208,323,0.644,0.5
North Clinic,Dr. Jennifer Williams,Diabetes Control,2025-01-05,0,213,317,0.6719,0.5
North Clinic,Dr. Jennifer Williams,Diabetes Control,2025-01-12,0,211,321,0.6573,0.5
North Clinic,Dr. Jennifer Williams,Diabetes Control,2025-01-19,0,212,319,0.6646,0.5
North Clinic,Dr. Jennifer Williams,Diabetes Control,2025-01-26,0,207,312,0.6635,0.5
North Clinic,Dr. Jennifer Williams,Diabetes Control,2025-02-02,0,219,317,0.6909,0.5
North Clinic,Dr. Jennifer Williams,Diabetes Control,2025-02-09,0,226,323,0.6997,0.5
North Clinic,Dr. Jennifer Williams,Diabetes Control,2025-02-16,0,229,319,0.7179,0.5
North Clinic,Dr. Jennifer Williams,Diabetes Control,2025-02-23,0,229,316,0.7247,0.5
North Clinic,Dr. Jennifer Williams,Diabetes Control,2025-03-02,0,232,318,0.7296,0.5
North Clinic,Dr. Jennifer Williams,Diabetes Control,2025-03-09,0,227,317,0.7161,0.5
North Clinic,Dr. Jennifer Williams,Diabetes Control,2025-03-16,0,231,320,0.7219,0.5
North Clinic,Dr. Jennifer Williams,Diabetes Control,2025-03-23,0,233,315,0.7397,0.5
North Clinic,Dr. Jennifer Williams,Diabetes Control,2025-03-30,0,238,320,0.7438,0.5
North Clinic,Dr. Jennifer Williams,Diabetes Control,2025-04-06,0,246,325,0.7569,0.5
North Clinic,Dr. Jennifer Williams,Diabetes Control,2025-04-13,0,246,314,0.7834,0.5
North Clinic,Dr. Jennifer Williams,Diabetes Control,2025-04-20,0,241,315,0.7651,0.5
North Clinic,Dr. Jennifer Williams,Diabetes Control,2025-04-27,0,254,325,0.7815,0.5
North Clinic,Dr. Jennifer Williams,Diabetes Control,2025-05-04,0,246,312,0.7885,0.5
North Clinic,Dr. Jennifer Williams,Diabetes Control,2025-05-11,0,252,321,0.785,0.5
North Clinic,Dr. Jennifer Williams,Diabetes Control,2025-05-18,0,263,323,0.8142,0.5
North Clinic,Dr. Jennifer Williams,Diabetes Control,2025-05-25,0,268,320,0.8375,0.5
North Clinic,Dr. Jennifer Williams,Diabetes Control,2025-06-01,0,274,324,0.8457,0.5
North Clinic,Dr. Jennifer Williams,Diabetes Control,2025-06-08,0,275,324,0.8488,0.5
North Clinic,Dr. Jennifer Williams,Diabetes Control,2025-06-15,0,274,320,0.8562,0.5
North Clinic,Dr. Jennifer Williams,Diabetes Control,2025-06-22,0,286,324,0.8827,0.5
North Clinic,Dr. Jennifer Williams,Diabetes Control,2025-06-29,0,278,322,0.8634,0.5
North Clinic,Dr. Jennifer Williams,Diabetes Control,2025-07-06,0,278,317,0.877,0.5
North Clinic,Dr. Jennifer Williams,Diabetes Control,2025-07-13,0,285,315,0.9048,0.5
North Clinic,Dr. Jennifer Williams,Diabetes Control,2025-07-20,0,289,313,0.9233,0.5
North Clinic,Dr. Jennifer Williams,Breast Cancer Screening,2024-07-28,0,708,753,0.9402,0.82
North Clinic,Dr. Jennifer Williams,Breast Cancer Screening,2024-08-04,0,713,760,0.9382,0.82
North Clinic,Dr. Jennifer Williams,Breast Cancer Screening,2024-08-11,0,707,749,0.9439,0.82
North Clinic,Dr. Jennifer Williams,Breast Cancer Screening,2024-08-18,0,692,732,0.9454,0.82
North Clinic,Dr. Jennifer Williams,Breast Cancer Screening,2024-08-25,0,697,738,0.9444,0.82
North Clinic,Dr. Jennifer Williams,Breast Cancer Screening,2024-09-01,0,723,747,0.9679,0.82
North Clinic,Dr. Jennifer Williams,Breast Cancer Screening,2024-09-08,0,732,753,0.9721,0.82
North Clinic,Dr. Jennifer Williams,Breast Cancer Screening,2024-09-15,0,722,751,0.9614,0.82
North Clinic,Dr. Jennifer Williams,Breast Cancer Screening,2024-09-22,0,740,758,0.9763,0.82
North Clinic,Dr. Jennifer Williams,Breast Cancer Screening,2024-09-29,0,738,754,0.9788,0.82
North Clinic,Dr. Jennifer Williams,Breast Cancer Screening,2024-10-06,0,752,753,0.9987,0.82
North Clinic,Dr. Jennifer Williams,Breast Cancer Screening,2024-10-13,0,757,757,1.0,0.82
North Clinic,Dr. Jennifer Williams,Breast Cancer Screening,2024-10-20,0,748,748,1.0,0.82
North Clinic,Dr. Jennifer Williams,Breast Cancer Screening,2024-10-27,0,728,733,0.9932,0.82
North Clinic,Dr. Jennifer Williams,Breast Cancer Screening,2024-11-03,0,735,753,0.9761,0.82
North Clinic,Dr. Jennifer Williams,Breast Cancer Screening,2024-11-10,0,736,750,0.9813,0.82
North Clinic,Dr. Jennifer Williams,Breast Cancer Screening,2024-11-17,0,731,738,0.9905,0.82
North Clinic,Dr. Jennifer Williams,Breast Cancer Screening,2024-11-24,0,751,751,1.0,0.82
North Clinic,Dr. Jennifer Williams,Breast Cancer Screening,2024-12-01,0,735,745,0.9866,0.82
North Clinic,Dr. Jennifer Williams,Breast Cancer Screening,2024-12-08,0,745,751,0.992,0.82
North Clinic,Dr. Jennifer Williams,Breast Cancer Screening,2024-12-15,0,733,738,0.9932,0.82
North Clinic,Dr. Jennifer Williams,Breast Cancer Screening,2024-12-22,0,748,748,1.0,0.82
North Clinic,Dr. Jennifer Williams,Breast Cancer Screening,2024-12-29,0,740,740,1.0,0.82
North Clinic,Dr. Jennifer Williams,Breast Cancer Screening,2025-01-05,0,739,739,1.0,0.82
North Clinic,Dr. Jennifer Williams,Breast Cancer Screening,2025-01-12,0,731,731,1.0,0.82
North Clinic,Dr. Jennifer Williams,Breast Cancer Screening,2025-01-19,0,735,739,0.9946,0.82
North Clinic,Dr. Jennifer Williams,Breast Cancer Screening,2025-01-26,0,752,752,1.0,0.82
North Clinic,Dr. Jennifer Williams,Breast Cancer Screening,2025-02-02,0,758,758,1.0,0.82
North Clinic,Dr. Jennifer Williams,Breast Cancer Screening,2025-02-09,0,745,745,1.0,0.82
North Clinic,Dr. Jennifer Williams,Breast Cancer Screening,2025-02-16,0,739,739,1.0,0.82
North Clinic,Dr. Jennifer Williams,Breast Cancer Screening,2025-02-23,0,748,748,1.0,0.82
North Clinic,Dr. Jennifer Williams,Breast Cancer Screening,2025-03-02,0,757,757,1.0,0.82
North Clinic,Dr. Jennifer Williams,Breast Cancer Screening,2025-03-09,0,731,741,0.9865,0.82
North Clinic,Dr. Jennifer Williams,Breast Cancer Screening,2025-03-16,0,744,756,0.9841,0.82
North Clinic,Dr. Jennifer Williams,Breast Cancer Screening,2025-03-23,0,735,735,1.0,0.82
North Clinic,Dr. Jennifer Williams,Breast Cancer Screening,2025-03-30,0,732,745,0.9826,0.82
North Clinic,Dr. Jennifer Williams,Breast Cancer Screening,2025-04-06,0,741,741,1.0,0.82
North Clinic,Dr. Jennifer Williams,Breast Cancer Screening,2025-04-13,0,752,752,1.0,0.82
North Clinic,Dr. Jennifer Williams,Breast Cancer Screening,2025-04-20,0,757,757,1.0,0.82
North Clinic,Dr. Jennifer Williams,Breast Cancer Screening,2025-04-27,0,738,738,1.0,0.82
North Clinic,Dr. Jennifer Williams,Breast Cancer Screening,2025-05-04,0,734,734,1.0,0.82
North Clinic,Dr. Jennifer Williams,Breast Cancer Screening,2025-05-11,0,746,746,1.0,0.82
North Clinic,Dr. Jennifer Williams,Breast Cancer Screening,2025-05-18,0,757,757,1.0,0.82
North Clinic,Dr. Jennifer Williams,Breast Cancer Screening,2025-05-25,0,732,733,0.9986,0.82
North Clinic,Dr. Jennifer Williams,Breast Cancer Screening,2025-06-01,0,723,734,0.985,0.82
North Clinic,Dr. Jennifer Williams,Breast Cancer Screening,2025-06-08,0,740,740,1.0,0.82
North Clinic,Dr. Jennifer Williams,Breast Cancer Screening,2025-06-15,0,737,737,1.0,0.82
North Clinic,Dr. Jennifer Williams,Breast Cancer Screening,2025-06-22,0,734,734,1.0,0.82
North Clinic,Dr. Jennifer Williams,Breast Cancer Screening,2025-06-29,0,755,755,1.0,0.82
North Clinic,Dr. Jennifer Williams,Breast Cancer Screening,2025-07-06,0,735,740,0.9932,0.82
North Clinic,Dr. Jennifer Williams,Breast Cancer Screening,2025-07-13,0,724,736,0.9837,0.82
North Clinic,Dr. Jennifer Williams,Breast Cancer Screening,2025-07-20,0,726,746,0.9732,0.82
North Clinic,Dr. Jennifer Williams,Colon Cancer Screening,2024-07-28,0,1279,1480,0.8642,0.8
North Clinic,Dr. Jennifer Williams,Colon Cancer Screening,2024-08-04,0,1261,1475,0.8549,0.8
North Clinic,Dr. Jennifer Williams,Colon Cancer Screening,2024-08-11,0,1273,1481,0.8596,0.8
North Clinic,Dr. Jennifer Williams,Colon Cancer Screening,2024-08-18,0,1235,1451,0.8511,0.8
North Clinic,Dr. Jennifer Williams,Colon Cancer Screening,2024-08-25,0,1231,1459,0.8437,0.8
North Clinic,Dr. Jennifer Williams,Colon Cancer Screening,2024-09-01,0,1249,1475,0.8468,0.8
North Clinic,Dr. Jennifer Williams,Colon Cancer Screening,2024-09-08,0,1295,1491,0.8685,0.8
North Clinic,Dr. Jennifer Williams,Colon Cancer Screening,2024-09-15,0,1311,1472,0.8906,0.8
North Clinic,Dr. Jennifer Williams,Colon Cancer Screening,2024-09-22,0,1329,1457,0.9121,0.8
North Clinic,Dr. Jennifer Williams,Colon Cancer Screening,2024-09-29,0,1320,1448,0.9116,0.8
North Clinic,Dr. Jennifer Williams,Colon Cancer Screening,2024-10-06,0,1364,1449,0.9413,0.8
North Clinic,Dr. Jennifer Williams,Colon Cancer Screening,2024-10-13,0,1433,1496,0.9579,0.8
North Clinic,Dr. Jennifer Williams,Colon Cancer Screening,2024-10-20,0,1441,1479,0.9743,0.8
North Clinic,Dr. Jennifer Williams,Colon Cancer Screening,2024-10-27,0,1433,1481,0.9676,0.8
North Clinic,Dr. Jennifer Williams,Colon Cancer Screening,2024-11-03,0,1404,1452,0.9669,0.8
North Clinic,Dr. Jennifer Williams,Colon Cancer Screening,2024-11-10,0,1397,1439,0.9708,0.8
North Clinic,Dr. Jennifer Williams,Colon Cancer Screening,2024-11-17,0,1391,1444,0.9633,0.8
North Clinic,Dr. Jennifer Williams,Colon Cancer Screening,2024-11-24,0,1430,1478,0.9675,0.8
North Clinic,Dr. Jennifer Williams,Colon Cancer Screening,2024-12-01,0,1460,1473,0.9912,0.8
North Clinic,Dr. Jennifer Williams,Colon Cancer Screening,2024-12-08,0,1460,1460,1.0,0.8
North Clinic,Dr. Jennifer Williams,Colon Cancer Screening,2024-12-15,0,1446,1463,0.9884,0.8
North Clinic,Dr. Jennifer Williams,Colon Cancer Screening,2024-12-22,0,1400,1444,0.9695,0.8
North Clinic,Dr. Jennifer Williams,Colon Cancer Screening,2024-12-29,0,1374,1442,0.9528,0.8
North Clinic,Dr. Jennifer Williams,Colon Cancer Screening,2025-01-05,0,1398,1452,0.9628,0.8
North Clinic,Dr. Jennifer Williams,Colon Cancer Screening,2025-01-12,0,1454,1492,0.9745,0.8
North Clinic,Dr. Jennifer Williams,Colon Cancer Screening,2025-01-19,0,1413,1476,0.9573,0.8
North Clinic,Dr. Jennifer Williams,Colon Cancer Screening,2025-01-26,0,1401,1485,0.9434,0.8
North Clinic,Dr. Jennifer Williams,Colon Cancer Screening,2025-02-02,0,1411,1496,0.9432,0.8
North Clinic,Dr. Jennifer Williams,Colon Cancer Screening,2025-02-09,0,1342,1439,0.9326,0.8
North Clinic,Dr. Jennifer Williams,Colon Cancer Screening,2025-02-16,0,1410,1483,0.9508,0.8
North Clinic,Dr. Jennifer Williams,Colon Cancer Screening,2025-02-23,0,1427,1495,0.9545,0.8
North Clinic,Dr. Jennifer Williams,Colon Cancer Screening,2025-03-02,0,1451,1493,0.9719,0.8
North Clinic,Dr. Jennifer Williams,Colon Cancer Screening,2025-03-09,0,1421,1460,0.9733,0.8
North Clinic,Dr. Jennifer Williams,Colon Cancer Screening,2025-03-16,0,1436,1483,0.9683,0.8
North Clinic,Dr. Jennifer Williams,Colon Cancer Screening,2025-03-23,0,1453,1497,0.9706,0.8
North Clinic,Dr. Jennifer Williams,Colon Cancer Screening,2025-03-30,0,1462,1462,1.0,0.8
North Clinic,Dr. Jennifer Williams,Colon Cancer Screening,2025-04-06,0,1437,1452,0.9897,0.8
North Clinic,Dr. Jennifer Williams,Colon Cancer Screening,2025-04-13,0,1413,1441,0.9806,0.8
North Clinic,Dr. Jennifer Williams,Colon Cancer Screening,2025-04-20,0,1460,1463,0.9979,0.8
North Clinic,Dr. Jennifer Williams,Colon Cancer Screening,2025-04-27,0,1445,1445,1.0,0.8
North Clinic,Dr. Jennifer Williams,Colon Cancer Screening,2025-05-04,0,1455,1455,1.0,0.8
North Clinic,Dr. Jennifer Williams,Colon Cancer Screening,2025-05-11,0,1454,1454,1.0,0.8
North Clinic,Dr. Jennifer Williams,Colon Cancer Screening,2025-05-18,0,1479,1479,1.0,0.8
North Clinic,Dr. Jennifer Williams,Colon Cancer Screening,2025-05-25,0,1487,1487,1.0,0.8
North Clinic,Dr. Jennifer Williams,Colon Cancer Screening,2025-06-01,0,1462,1462,1.0,0.8
North Clinic,Dr. Jennifer Williams,Colon Cancer Screening,2025-06-08,0,1429,1441,0.9917,0.8
North Clinic,Dr. Jennifer Williams,Colon Cancer Screening,2025-06-15,0,1443,1460,0.9884,0.8
North Clinic,Dr. Jennifer Williams,Colon Cancer Screening,2025-06-22,0,1449,1449,1.0,0.8
North Clinic,Dr. Jennifer Williams,Colon Cancer Screening,2025-06-29,0,1458,1458,1.0,0.8
North Clinic,Dr. Jennifer Williams,Colon Cancer Screening,2025-07-06,0,1454,1454,1.0,0.8
North Clinic,Dr. Jennifer Williams,Colon Cancer Screening,2025-07-13,0,1423,1446,0.9841,0.8
North Clinic,Dr. Jennifer Williams,Colon Cancer Screening,2025-07-20,0,1488,1488,1.0,0.8
North Clinic,Dr. Jennifer Williams,Referral Turnaround Time,2024-07-28,1,133,140,0.95,0.9
North Clinic,Dr. Jennifer Williams,Referral Turnaround Time,2024-08-04,1,131,138,0.9493,0.9
North Clinic,Dr. Jennifer Williams,Referral Turnaround Time,2024-08-11,1,131,139,0.9424,0.9
North Clinic,Dr. Jennifer Williams,Referral Turnaround Time,2024-08-18,1,127,136,0.9338,0.9
North Clinic,Dr. Jennifer Williams,Referral Turnaround Time,2024-08-25,1,128,139,0.9209,0.9
North Clinic,Dr. Jennifer Williams,Referral Turnaround Time,2024-09-01,1,128,137,0.9343,0.9
North Clinic,Dr. Jennifer Williams,Referral Turnaround Time,2024-09-08,1,124,135,0.9185,0.9
North Clinic,Dr. Jennifer Williams,Referral Turnaround Time,2024-09-15,1,126,137,0.9197,0.9
North Clinic,Dr. Jennifer Williams,Referral Turnaround Time,2024-09-22,1,126,135,0.9333,0.9
North Clinic,Dr. Jennifer Williams,Referral Turnaround Time,2024-09-29,1,125,138,0.9058,0.9
North Clinic,Dr. Jennifer Williams,Referral Turnaround Time,2024-10-06,1,123,140,0.8786,0.9
North Clinic,Dr. Jennifer Williams,Referral Turnaround Time,2024-10-13,1,124,138,0.8986,0.9
North Clinic,Dr. Jennifer Williams,Referral Turnaround Time,2024-10-20,1,127,140,0.9071,0.9
North Clinic,Dr. Jennifer Williams,Referral Turnaround Time,2024-10-27,1,121,135,0.8963,0.9
North Clinic,Dr. Jennifer Williams,Referral Turnaround Time,2024-11-03,1,120,135,0.8889,0.9
North Clinic,Dr. Jennifer Williams,Referral Turnaround Time,2024-11-10,1,123,137,0.8978,0.9
North Clinic,Dr. Jennifer Williams,Referral Turnaround Time,2024-11-17,1,122,138,0.8841,0.9
North Clinic,Dr. Jennifer Williams,Referral Turnaround Time,2024-11-24,1,119,137,0.8686,0.9
North Clinic,Dr. Jennifer Williams,Referral Turnaround Time,2024-12-01,1,121,138,0.8768,0.9
North Clinic,Dr. Jennifer Williams,Referral Turnaround Time,2024-12-08,1,122,138,0.8841,0.9
North Clinic,Dr. Jennifer Williams,Referral Turnaround Time,2024-12-15,1,120,135,0.8889,0.9
North Clinic,Dr. Jennifer Williams,Referral Turnaround Time,2024-12-22,1,126,139,0.9065,0.9
North Clinic,Dr. Jennifer Williams,Referral Turnaround Time,2024-12-29,1,128,139,0.9209,0.9
North Clinic,Dr. Jennifer Williams,Referral Turnaround Time,2025-01-05,1,128,138,0.9275,0.9
North Clinic,Dr. Jennifer Williams,Referral Turnaround Time,2025-01-12,1,128,136,0.9412,0.9
North Clinic,Dr. Jennifer Williams,Referral Turnaround Time,2025-01-19,1,130,138,0.942,0.9
North Clinic,Dr. Jennifer Williams,Referral Turnaround Time,2025-01-26,1,128,138,0.9275,0.9
North Clinic,Dr. Jennifer Williams,Referral Turnaround Time,2025-02-02,1,124,137,0.9051,0.9
North Clinic,Dr. Jennifer Williams,Referral Turnaround Time,2025-02-09,1,126,139,0.9065,0.9
North Clinic,Dr. Jennifer Williams,Referral Turnaround Time,2025-02-16,1,127,137,0.927,0.9
North Clinic,Dr. Jennifer Williams,Referral Turnaround Time,2025-02-23,1,126,138,0.913,0.9
North Clinic,Dr. Jennifer Williams,Referral Turnaround Time,2025-03-02,1,120,135,0.8889,0.9
North Clinic,Dr. Jennifer Williams,Referral Turnaround Time,2025-03-09,1,119,137,0.8686,0.9
North Clinic,Dr. Jennifer Williams,Referral Turnaround Time,2025-03-16,1,119,138,0.8623,0.9
North Clinic,Dr. Jennifer Williams,Referral Turnaround Time,2025-03-23,1,119,140,0.85,0.9
North Clinic,Dr. Jennifer Williams,Referral Turnaround Time,2025-03-30,1,117,140,0.8357,0.9
North Clinic,Dr. Jennifer Williams,Referral Turnaround Time,2025-04-06,1,111,135,0.8222,0.9
North Clinic,Dr. Jennifer Williams,Referral Turnaround Time,2025-04-13,1,115,139,0.8273,0.9
North Clinic,Dr. Jennifer Williams,Referral Turnaround Time,2025-04-20,1,114,137,0.8321,0.9
North Clinic,Dr. Jennifer Williams,Referral Turnaround Time,2025-04-27,1,110,136,0.8088,0.9
North Clinic,Dr. Jennifer Williams,Referral Turnaround Time,2025-05-04,1,110,139,0.7914,0.9
North Clinic,Dr. Jennifer Williams,Referral Turnaround Time,2025-05-11,1,110,140,0.7857,0.9
North Clinic,Dr. Jennifer Williams,Referral Turnaround Time,2025-05-18,1,105,136,0.7721,0.9
North Clinic,Dr. Jennifer Williams,Referral Turnaround Time,2025-05-25,1,108,139,0.777,0.9
North Clinic,Dr. Jennifer Williams,Referral Turnaround Time,2025-06-01,1,106,138,0.7681,0.9
North Clinic,Dr. Jennifer Williams,Referral Turnaround Time,2025-06-08,1,108,139,0.777,0.9
North Clinic,Dr. Jennifer Williams,Referral Turnaround Time,2025-06-15,1,109,138,0.7899,0.9
North Clinic,Dr. Jennifer Williams,Referral Turnaround Time,2025-06-22,1,105,136,0.7721,0.9
North Clinic,Dr. Jennifer Williams,Referral Turnaround Time,2025-06-29,1,107,137,0.781,0.9
North Clinic,Dr. Jennifer Williams,Referral Turnaround Time,2025-07-06,1,103,136,0.7574,0.9
North Clinic,Dr. Jennifer Williams,Referral Turnaround Time,2025-07-13,1,101,138,0.7319,0.9
North Clinic,Dr. Jennifer Williams,Referral Turnaround Time,2025-07-20,1,100,136,0.7353,0.9
North Clinic,Dr. Jennifer Williams,Depression Screening,2024-07-28,0,1367,1836,0.7446,0.75
North Clinic,Dr. Jennifer Williams,Depression Screening,2024-08-04,0,1349,1855,0.7272,0.75
North Clinic,Dr. Jennifer Williams,Depression Screening,2024-08-11,0,1365,1802,0.7575,0.75
North Clinic,Dr. Jennifer Williams,Depression Screening,2024-08-18,0,1408,1827,0.7707,0.75
North Clinic,Dr. Jennifer Williams,Depression Screening,2024-08-25,0,1477,1870,0.7898,0.75
North Clinic,Dr. Jennifer Williams,Depression Screening,2024-09-01,0,1421,1805,0.7873,0.75
North Clinic,Dr. Jennifer Williams,Depression Screening,2024-09-08,0,1511,1871,0.8076,0.75
North Clinic,Dr. Jennifer Williams,Depression Screening,2024-09-15,0,1475,1854,0.7956,0.75
North Clinic,Dr. Jennifer Williams,Depression Screening,2024-09-22,0,1432,1826,0.7842,0.75
North Clinic,Dr. Jennifer Williams,Depression Screening,2024-09-29,0,1429,1868,0.765,0.75
North Clinic,Dr. Jennifer Williams,Depression Screening,2024-10-06,0,1397,1859,0.7515,0.75
North Clinic,Dr. Jennifer Williams,Depression Screening,2024-10-13,0,1357,1799,0.7543,0.75
North Clinic,Dr. Jennifer Williams,Depression Screening,2024-10-20,0,1402,1814,0.7729,0.75
North Clinic,Dr. Jennifer Williams,Depression Screening,2024-10-27,0,1482,1864,0.7951,0.75
North Clinic,Dr. Jennifer Williams,Depression Screening,2024-11-03,0,1471,1849,0.7956,0.75
North Clinic,Dr. Jennifer Williams,Depression Screening,2024-11-10,0,1489,1811,0.8222,0.75
North Clinic,Dr. Jennifer Williams,Depression Screening,2024-11-17,0,1526,1816,0.8403,0.75
North Clinic,Dr. Jennifer Williams,Depression Screening,2024-11-24,0,1625,1871,0.8685,0.75
North Clinic,Dr. Jennifer Williams,Depression Screening,2024-12-01,0,1540,1810,0.8508,0.75
North Clinic,Dr. Jennifer Williams,Depression Screening,2024-12-08,0,1577,1843,0.8557,0.75
North Clinic,Dr. Jennifer Williams,Depression Screening,2024-12-15,0,1620,1836,0.8824,0.75
North Clinic,Dr. Jennifer Williams,Depression Screening,2024-12-22,0,1591,1827,0.8708,0.75
North Clinic,Dr. Jennifer Williams,Depression Screening,2024-12-29,0,1569,1805,0.8693,0.75
North Clinic,Dr. Jennifer Williams,Depression Screening,2025-01-05,0,1585,1850,0.8568,0.75
North Clinic,Dr. Jennifer Williams,Depression Screening,2025-01-12,0,1520,1804,0.8426,0.75
North Clinic,Dr. Jennifer Williams,Depression Screening,2025-01-19,0,1576,1854,0.8501,0.75
North Clinic,Dr. Jennifer Williams,Depression Screening,2025-01-26,0,1595,1871,0.8525,0.75
North Clinic,Dr. Jennifer Williams,Depression Screening,2025-02-02,0,1590,1830,0.8689,0.75
North Clinic,Dr. Jennifer Williams,Depression Screening,2025-02-09,0,1595,1866,0.8548,0.75
North Clinic,Dr. Jennifer Williams,Depression Screening,2025-02-16,0,1582,1867,0.8473,0.75
North Clinic,Dr. Jennifer Williams,Depression Screening,2025-02-23,0,1585,1847,0.8581,0.75
North Clinic,Dr. Jennifer Williams,Depression Screening,2025-03-02,0,1554,1806,0.8605,0.75
North Clinic,Dr. Jennifer Williams,Depression Screening,2025-03-09,0,1594,1820,0.8758,0.75
North Clinic,Dr. Jennifer Williams,Depression Screening,2025-03-16,0,1641,1857,0.8837,0.75
North Clinic,Dr. Jennifer Williams,Depression Screening,2025-03-23,0,1596,1841,0.8669,0.75
North Clinic,Dr. Jennifer Williams,Depression Screening,2025-03-30,0,1550,1802,0.8602,0.75
North Clinic,Dr. Jennifer Williams,Depression Screening,2025-04-06,0,1619,1864,0.8686,0.75
North Clinic,Dr. Jennifer Williams,Depression Screening,2025-04-13,0,1586,1822,0.8705,0.75
North Clinic,Dr. Jennifer Williams,Depression Screening,2025-04-20,0,1666,1862,0.8947,0.75
North Clinic,Dr. Jennifer Williams,Depression Screening,2025-04-27,0,1645,1836,0.896,0.75
North Clinic,Dr. Jennifer Williams,Depression Screening,2025-05-04,0,1650,1828,0.9026,0.75
North Clinic,Dr. Jennifer Williams,Depression Screening,2025-05-11,0,1608,1812,0.8874,0.75
North Clinic,Dr. Jennifer Williams,Depression Screening,2025-05-18,0,1651,1841,0.8968,0.75
North Clinic,Dr. Jennifer Williams,Depression Screening,2025-05-25,0,1650,1865,0.8847,0.75
North Clinic,Dr. Jennifer Williams,Depression Screening,2025-06-01,0,1663,1863,0.8926,0.75
North Clinic,Dr. Jennifer Williams,Depression Screening,2025-06-08,0,1640,1836,0.8932,0.75
North Clinic,Dr. Jennifer Williams,Depression Screening,2025-06-15,0,1658,1860,0.8914,0.75
North Clinic,Dr. Jennifer Williams,Depression Screening,2025-06-22,0,1619,1807,0.896,0.75
North Clinic,Dr. Jennifer Williams,Depression Screening,2025-06-29,0,1682,1834,0.9171,0.75
North Clinic,Dr. Jennifer Williams,Depression Screening,2025-07-06,0,1693,1810,0.9354,0.75
North Clinic,Dr. Jennifer Williams,Depression Screening,2025-07-13,0,1715,1861,0.9215,0.75
North Clinic,Dr. Jennifer Williams,Depression Screening,2025-07-20,0,1693,1808,0.9364,0.75
North Clinic,Dr. Jennifer Williams,Depression Remission,2024-07-28,0,55,98,0.5612,0.6
